"Site4","Date","Source","Max Temp","Min Temp","Avg Temp","HDDs","CDDs","Precipitation Water Equiv","Snowfall","Snow/Ice Depth"
"KLAX",12/22/2013 0:00:00,"NCDC",66,47,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",12/23/2013 0:00:00,"NCDC",73,48,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",12/24/2013 0:00:00,"NCDC",78,53,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",12/25/2013 0:00:00,"NCDC",81,50,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",12/26/2013 0:00:00,"NCDC",80,50,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",12/27/2013 0:00:00,"NCDC",83,51,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",12/28/2013 0:00:00,"NCDC",71,54,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",12/29/2013 0:00:00,"NCDC",73,47,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",12/30/2013 0:00:00,"Est",73,47,60.00,5.00,0.00,0.00,0.00,
"KLAX",12/31/2013 0:00:00,"NCDC",66,46,56.00,9.00,0.00,0.00,0.00,0.00
"KLAX",1/1/2014 0:00:00,"NCDC",64,46,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",1/2/2014 0:00:00,"NCDC",78,50,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",1/3/2014 0:00:00,"NCDC",64,47,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",1/4/2014 0:00:00,"NCDC",65,50,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",1/5/2014 0:00:00,"NCDC",76,47,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",1/6/2014 0:00:00,"NCDC",78,50,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",1/7/2014 0:00:00,"NCDC",69,51,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",1/8/2014 0:00:00,"NCDC",66,49,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",1/9/2014 0:00:00,"NCDC",60,50,55.00,10.00,0.00,0.00,0.00,
"KLAX",1/10/2014 0:00:00,"NCDC",65,48,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",1/11/2014 0:00:00,"NCDC",67,47,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",1/12/2014 0:00:00,"NCDC",69,51,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",1/13/2014 0:00:00,"NCDC",83,46,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",1/14/2014 0:00:00,"NCDC",79,50,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",1/15/2014 0:00:00,"NCDC",83,52,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",1/16/2014 0:00:00,"NCDC",84,54,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",1/17/2014 0:00:00,"NCDC",87,53,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",1/18/2014 0:00:00,"NCDC",83,51,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",1/19/2014 0:00:00,"NCDC",76,49,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",1/20/2014 0:00:00,"NCDC",78,49,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",1/21/2014 0:00:00,"NCDC",76,51,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",1/22/2014 0:00:00,"NCDC",73,53,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",1/23/2014 0:00:00,"NCDC",68,51,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",1/24/2014 0:00:00,"NCDC",73,56,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",1/25/2014 0:00:00,"NCDC",75,58,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",1/26/2014 0:00:00,"NCDC",66,53,59.50,5.50,0.00,1.0e-04,0.00,0.00
"KLAX",1/27/2014 0:00:00,"NCDC",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",1/28/2014 0:00:00,"NCDC",64,50,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",1/29/2014 0:00:00,"NCDC",62,52,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",1/30/2014 0:00:00,"NCDC",62,57,59.50,5.50,0.00,1.0e-04,0.00,0.00
"KLAX",1/31/2014 0:00:00,"NCDC",63,56,59.50,5.50,0.00,1.0e-04,0.00,0.00
"KLAX",2/1/2014 0:00:00,"NCDC",68,53,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",2/2/2014 0:00:00,"NCDC",62,46,54.00,11.00,0.00,0.09,0.00,0.00
"KLAX",2/3/2014 0:00:00,"NCDC",60,46,53.00,12.00,0.00,1.0e-04,0.00,0.00
"KLAX",2/4/2014 0:00:00,"NCDC",62,48,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",2/5/2014 0:00:00,"NCDC",63,50,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",2/6/2014 0:00:00,"NCDC",60,53,56.50,8.50,0.00,0.14,0.00,0.00
"KLAX",2/7/2014 0:00:00,"NCDC",61,51,56.00,9.00,0.00,1.0e-04,0.00,0.00
"KLAX",2/8/2014 0:00:00,"NCDC",62,53,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",2/9/2014 0:00:00,"NCDC",66,56,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",2/10/2014 0:00:00,"NCDC",66,54,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",2/11/2014 0:00:00,"NCDC",68,53,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",2/12/2014 0:00:00,"NCDC",74,51,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",2/13/2014 0:00:00,"NCDC",72,53,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",2/14/2014 0:00:00,"NCDC",72,51,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",2/15/2014 0:00:00,"NCDC",73,52,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",2/16/2014 0:00:00,"NCDC",71,55,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",2/17/2014 0:00:00,"NCDC",63,52,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",2/18/2014 0:00:00,"NCDC",63,55,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",2/19/2014 0:00:00,"NCDC",66,55,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",2/20/2014 0:00:00,"NCDC",78,50,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",2/21/2014 0:00:00,"NCDC",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",2/22/2014 0:00:00,"NCDC",70,52,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",2/23/2014 0:00:00,"NCDC",67,50,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",2/24/2014 0:00:00,"NCDC",65,53,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",2/25/2014 0:00:00,"NCDC",67,55,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",2/26/2014 0:00:00,"NCDC",66,57,61.50,3.50,0.00,0.06,0.00,0.00
"KLAX",2/27/2014 0:00:00,"NCDC",67,57,62.00,3.00,0.00,0.94,0.00,0.00
"KLAX",2/28/2014 0:00:00,"NCDC",64,57,60.50,4.50,0.00,1.56,0.00,0.00
"KLAX",3/1/2014 0:00:00,"NCDC",65,53,59.00,6.00,0.00,0.35,0.00,0.00
"KLAX",3/2/2014 0:00:00,"NCDC",63,54,58.50,6.50,0.00,1.0e-04,0.00,0.00
"KLAX",3/3/2014 0:00:00,"NCDC",64,52,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",3/4/2014 0:00:00,"NCDC",65,54,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",3/5/2014 0:00:00,"NCDC",65,55,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",3/6/2014 0:00:00,"NCDC",68,57,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",3/7/2014 0:00:00,"NCDC",68,55,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",3/8/2014 0:00:00,"NCDC",76,53,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",3/9/2014 0:00:00,"NCDC",85,61,73.00,0.00,8.00,0.00,0.00,0.00
"KLAX",3/10/2014 0:00:00,"NCDC",75,58,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",3/11/2014 0:00:00,"NCDC",76,55,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",3/12/2014 0:00:00,"NCDC",81,55,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",3/13/2014 0:00:00,"NCDC",67,58,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",3/14/2014 0:00:00,"NCDC",66,53,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",3/15/2014 0:00:00,"NCDC",72,55,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",3/16/2014 0:00:00,"NCDC",83,56,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",3/17/2014 0:00:00,"NCDC",71,56,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",3/18/2014 0:00:00,"NCDC",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",3/19/2014 0:00:00,"NCDC",70,57,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",3/20/2014 0:00:00,"NCDC",68,57,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",3/21/2014 0:00:00,"NCDC",66,57,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",3/22/2014 0:00:00,"NCDC",65,58,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",3/23/2014 0:00:00,"NCDC",65,55,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",3/24/2014 0:00:00,"NCDC",65,59,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",3/25/2014 0:00:00,"NCDC",65,58,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",3/26/2014 0:00:00,"NCDC",66,57,61.50,3.50,0.00,0.01,0.00,0.00
"KLAX",3/27/2014 0:00:00,"NCDC",65,53,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",3/28/2014 0:00:00,"NCDC",67,53,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",3/29/2014 0:00:00,"NCDC",70,55,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",3/30/2014 0:00:00,"NCDC",67,56,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",3/31/2014 0:00:00,"NCDC",64,51,57.50,7.50,0.00,1.0e-04,0.00,0.00
"KLAX",4/1/2014 0:00:00,"NCDC",62,52,57.00,8.00,0.00,0.12,0.00,0.00
"KLAX",4/2/2014 0:00:00,"NCDC",62,50,56.00,9.00,0.00,0.05,0.00,0.00
"KLAX",4/3/2014 0:00:00,"NCDC",64,49,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",4/4/2014 0:00:00,"NCDC",62,53,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",4/5/2014 0:00:00,"NCDC",65,52,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",4/6/2014 0:00:00,"NCDC",71,52,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",4/7/2014 0:00:00,"NCDC",81,56,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",4/8/2014 0:00:00,"NCDC",80,58,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",4/9/2014 0:00:00,"NCDC",76,54,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",4/10/2014 0:00:00,"NCDC",65,53,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",4/11/2014 0:00:00,"NCDC",70,56,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",4/12/2014 0:00:00,"NCDC",65,56,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",4/13/2014 0:00:00,"NCDC",64,56,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",4/14/2014 0:00:00,"NCDC",68,56,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",4/15/2014 0:00:00,"NCDC",62,56,59.00,6.00,0.00,0.00,0.00,
"KLAX",4/16/2014 0:00:00,"NCDC",67,58,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",4/17/2014 0:00:00,"NCDC",69,58,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",4/18/2014 0:00:00,"NCDC",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",4/19/2014 0:00:00,"NCDC",67,58,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",4/20/2014 0:00:00,"NCDC",69,57,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",4/21/2014 0:00:00,"NCDC",68,58,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",4/22/2014 0:00:00,"NCDC",67,57,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",4/23/2014 0:00:00,"NCDC",69,56,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",4/24/2014 0:00:00,"NCDC",73,56,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",4/25/2014 0:00:00,"NCDC",70,55,62.50,2.50,0.00,0.09,0.00,0.00
"KLAX",4/26/2014 0:00:00,"NCDC",66,54,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",4/27/2014 0:00:00,"NCDC",67,53,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",4/28/2014 0:00:00,"NCDC",75,55,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",4/29/2014 0:00:00,"NCDC",88,58,73.00,0.00,8.00,0.00,0.00,0.00
"KLAX",4/30/2014 0:00:00,"NCDC",89,63,76.00,0.00,11.00,0.00,0.00,0.00
"KLAX",5/1/2014 0:00:00,"NCDC",89,64,76.50,0.00,11.50,0.00,0.00,0.00
"KLAX",5/2/2014 0:00:00,"NCDC",90,64,77.00,0.00,12.00,0.00,0.00,0.00
"KLAX",5/3/2014 0:00:00,"NCDC",82,62,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",5/4/2014 0:00:00,"NCDC",74,59,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",5/5/2014 0:00:00,"NCDC",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",5/6/2014 0:00:00,"NCDC",66,54,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",5/7/2014 0:00:00,"NCDC",66,55,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",5/8/2014 0:00:00,"NCDC",68,56,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",5/9/2014 0:00:00,"NCDC",68,56,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",5/10/2014 0:00:00,"NCDC",70,57,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",5/11/2014 0:00:00,"NCDC",87,62,74.50,0.00,9.50,0.00,0.00,0.00
"KLAX",5/12/2014 0:00:00,"NCDC",87,58,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",5/13/2014 0:00:00,"NCDC",93,64,78.50,0.00,13.50,0.00,0.00,0.00
"KLAX",5/14/2014 0:00:00,"NCDC",96,65,80.50,0.00,15.50,0.00,0.00,0.00
"KLAX",5/15/2014 0:00:00,"NCDC",97,70,83.50,0.00,18.50,0.00,0.00,0.00
"KLAX",5/16/2014 0:00:00,"NCDC",91,67,79.00,0.00,14.00,0.00,0.00,0.00
"KLAX",5/17/2014 0:00:00,"NCDC",77,63,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",5/18/2014 0:00:00,"NCDC",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",5/19/2014 0:00:00,"NCDC",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",5/20/2014 0:00:00,"NCDC",69,59,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",5/21/2014 0:00:00,"NCDC",70,57,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",5/22/2014 0:00:00,"NCDC",69,59,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",5/23/2014 0:00:00,"NCDC",69,62,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",5/24/2014 0:00:00,"NCDC",69,63,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",5/25/2014 0:00:00,"NCDC",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",5/26/2014 0:00:00,"NCDC",73,63,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",5/27/2014 0:00:00,"NCDC",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",5/28/2014 0:00:00,"NCDC",73,65,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",5/29/2014 0:00:00,"NCDC",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",5/30/2014 0:00:00,"NCDC",74,62,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",5/31/2014 0:00:00,"NCDC",74,61,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",6/1/2014 0:00:00,"NCDC",72,61,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",6/2/2014 0:00:00,"NCDC",69,60,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",6/3/2014 0:00:00,"NCDC",73,59,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/4/2014 0:00:00,"NCDC",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/5/2014 0:00:00,"NCDC",71,61,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/6/2014 0:00:00,"NCDC",70,61,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",6/7/2014 0:00:00,"NCDC",70,61,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",6/8/2014 0:00:00,"NCDC",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/9/2014 0:00:00,"NCDC",69,59,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",6/10/2014 0:00:00,"NCDC",71,63,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",6/11/2014 0:00:00,"NCDC",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",6/12/2014 0:00:00,"NCDC",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",6/13/2014 0:00:00,"NCDC",70,62,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",6/14/2014 0:00:00,"NCDC",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",6/15/2014 0:00:00,"NCDC",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",6/16/2014 0:00:00,"NCDC",71,62,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",6/17/2014 0:00:00,"NCDC",73,61,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",6/18/2014 0:00:00,"NCDC",72,61,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",6/19/2014 0:00:00,"NCDC",72,62,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",6/20/2014 0:00:00,"NCDC",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",6/21/2014 0:00:00,"NCDC",75,64,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",6/22/2014 0:00:00,"NCDC",73,65,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",6/23/2014 0:00:00,"NCDC",74,65,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",6/24/2014 0:00:00,"NCDC",74,65,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",6/25/2014 0:00:00,"NCDC",73,65,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",6/26/2014 0:00:00,"NCDC",74,66,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",6/27/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",6/28/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",6/29/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",6/30/2014 0:00:00,"NCDC",75,66,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",7/1/2014 0:00:00,"NCDC",75,66,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",7/2/2014 0:00:00,"NCDC",75,65,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",7/3/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",7/4/2014 0:00:00,"NCDC",78,66,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",7/5/2014 0:00:00,"NCDC",80,69,74.50,0.00,9.50,0.00,0.00,0.00
"KLAX",7/6/2014 0:00:00,"NCDC",80,68,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",7/7/2014 0:00:00,"NCDC",77,68,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",7/8/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",7/9/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",7/10/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",7/11/2014 0:00:00,"NCDC",74,66,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",7/12/2014 0:00:00,"NCDC",75,66,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",7/13/2014 0:00:00,"NCDC",77,67,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",7/14/2014 0:00:00,"NCDC",75,69,72.00,0.00,7.00,1.0e-04,0.00,0.00
"KLAX",7/15/2014 0:00:00,"NCDC",75,68,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",7/16/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,1.0e-04,0.00,0.00
"KLAX",7/17/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",7/18/2014 0:00:00,"NCDC",75,66,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",7/19/2014 0:00:00,"NCDC",72,66,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",7/20/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",7/21/2014 0:00:00,"NCDC",76,65,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",7/22/2014 0:00:00,"NCDC",77,66,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",7/23/2014 0:00:00,"NCDC",80,65,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",7/24/2014 0:00:00,"NCDC",81,67,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",7/25/2014 0:00:00,"NCDC",84,67,75.50,0.00,10.50,0.00,0.00,0.00
"KLAX",7/26/2014 0:00:00,"NCDC",76,65,70.50,0.00,5.50,0.00,0.00,
"KLAX",7/27/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.14,0.00,0.00
"KLAX",7/28/2014 0:00:00,"NCDC",80,68,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",7/29/2014 0:00:00,"NCDC",78,67,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",7/30/2014 0:00:00,"NCDC",82,68,75.00,0.00,10.00,0.00,0.00,0.00
"KLAX",7/31/2014 0:00:00,"NCDC",77,67,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/1/2014 0:00:00,"NCDC",77,64,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",8/2/2014 0:00:00,"NCDC",78,65,71.50,0.00,6.50,0.01,0.00,0.00
"KLAX",8/3/2014 0:00:00,"NCDC",78,68,73.00,0.00,8.00,0.02,0.00,0.00
"KLAX",8/4/2014 0:00:00,"NCDC",79,64,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",8/5/2014 0:00:00,"NCDC",74,62,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",8/6/2014 0:00:00,"NCDC",72,63,67.50,0.00,2.50,0.00,0.00,0.00
"KLAX",8/7/2014 0:00:00,"NCDC",75,65,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",8/8/2014 0:00:00,"NCDC",75,66,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",8/9/2014 0:00:00,"NCDC",75,67,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/10/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/11/2014 0:00:00,"NCDC",75,65,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",8/12/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/13/2014 0:00:00,"NCDC",74,66,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",8/14/2014 0:00:00,"NCDC",76,65,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",8/15/2014 0:00:00,"NCDC",76,63,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",8/16/2014 0:00:00,"NCDC",77,67,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/17/2014 0:00:00,"NCDC",77,67,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/18/2014 0:00:00,"NCDC",77,66,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",8/19/2014 0:00:00,"NCDC",78,68,73.00,0.00,8.00,0.00,0.00,0.00
"KLAX",8/20/2014 0:00:00,"NCDC",77,67,72.00,0.00,7.00,0.00,0.00,0.00
"KLAX",8/21/2014 0:00:00,"NCDC",75,67,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/22/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",8/23/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/24/2014 0:00:00,"NCDC",76,66,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/25/2014 0:00:00,"NCDC",73,64,68.50,0.00,3.50,0.00,0.00,0.00
"KLAX",8/26/2014 0:00:00,"NCDC",77,65,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/27/2014 0:00:00,"NCDC",83,67,75.00,0.00,10.00,0.00,0.00,0.00
"KLAX",8/28/2014 0:00:00,"NCDC",84,68,76.00,0.00,11.00,0.00,0.00,0.00
"KLAX",8/29/2014 0:00:00,"NCDC",78,67,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",8/30/2014 0:00:00,"NCDC",77,66,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",8/31/2014 0:00:00,"NCDC",79,68,73.50,0.00,8.50,0.00,0.00,0.00
"KLAX",9/1/2014 0:00:00,"NCDC",79,69,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",9/2/2014 0:00:00,"NCDC",79,68,73.50,0.00,8.50,0.00,0.00,0.00
"KLAX",9/3/2014 0:00:00,"NCDC",77,68,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",9/4/2014 0:00:00,"NCDC",76,67,71.50,0.00,6.50,0.00,0.00,0.00
"KLAX",9/5/2014 0:00:00,"NCDC",75,67,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",9/6/2014 0:00:00,"NCDC",78,67,72.50,0.00,7.50,0.00,0.00,0.00
"KLAX",9/7/2014 0:00:00,"NCDC",82,69,75.50,0.00,10.50,0.00,0.00,0.00
"KLAX",9/8/2014 0:00:00,"NCDC",85,71,78.00,0.00,13.00,0.02,0.00,0.00
"KLAX",9/9/2014 0:00:00,"NCDC",83,69,76.00,0.00,11.00,0.00,0.00,0.00
